,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,ChgOffPrinGr,GrAppv,SBA_Appv,ChgOffHist,MIS_Status
231535,2637805002,"LNH, INC.",CLEVELAND,OH,44103,CITIZENS BANK NATL ASSOC,RI,447110,15-Aug-07,2007,60,4,1.0,0,4,0,1,N,N,24-Feb-10,30-Sep-07,"$100,000.00 ",$0.00 ,"$98,367.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
307570,3121865002,Harkin Building and Remodeling,PORTSMOUTH,RI,2871,BANKFIVE,MA,236115,11-Jun-08,2008,72,2,1.0,0,2,0,2,Y,N,9-Sep-10,31-Jul-09,"$30,000.00 ",$0.00 ,"$26,803.00 ","$30,000.00 ","$15,000.00 ",False,CHGOFF
312070,3152626010,ADVANCED ENERGY LLC,ROSWELL,NM,88201,WESTERN BANK,NM,454312,5-Feb-08,2008,6,10,1.0,0,10,1,2,Y,N,,31-Mar-08,"$60,000.00 ",$0.00 ,$0.00 ,"$60,000.00 ","$30,000.00 ",False,P I F
142803,2043124006,BALDWIN GREEN INC,CHULA VISTA,CA,0,PACIFIC WESTERN BANK,CA,313210,8-May-98,1998,36,12,1.0,0,0,1,0,0,N,8-Aug-00,30-Jun-98,"$20,000.00 ",$0.00 ,"$16,626.00 ","$20,000.00 ","$15,000.00 ",False,CHGOFF
7960,1054134010,KINGS RIVER IRRIGATION SYSTEMS,DINUBA,CA,93618,"RABOBANK, NATIONAL ASSOCIATION",CA,0,20-Mar-97,1997,48,3,1.0,0,0,1,0,N,N,24-May-06,30-Sep-97,"$150,000.00 ",$0.00 ,"$54,743.00 ","$150,000.00 ","$112,500.00 ",False,CHGOFF
737286,7666634005,FFINCH FRAGRANCE,LANSDOWNE,PA,19050,"PNC BANK, NATIONAL ASSOCIATION",DE,424990,4-Aug-04,2004,41,1,1.0,2,3,1,1,Y,N,,31-Mar-06,"$21,500.00 ",$0.00 ,$0.00 ,"$15,000.00 ","$7,500.00 ",False,P I F
282657,2957495004,"Marina Bay Vending Services, L",HANOVER,MA,2339,SANTANDER BANK NATL ASSOC,DE,454210,15-Feb-08,2008,84,2,2.0,1,2,0,1,N,N,29-May-12,29-Feb-08,"$157,500.00 ",$0.00 ,"$126,617.00 ","$157,500.00 ","$78,750.00 ",False,CHGOFF
121201,1885075002,DP Construction Inc,LITTLE ROCK,AR,72205,U.S. BANK NATIONAL ASSOCIATION,OH,236115,21-Jun-06,2006,0,4,1.0,0,4,0,1,Y,N,5-Aug-13,30-Jun-06,"$75,236.00 ",$0.00 ,"$2,431.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
209228,2476634001,BEST WESTERN AIRPORT INN,MARION,IL,62959,MARINE BANK,IL,0,13-Nov-98,1999,214,6,1.0,0,0,10465,0,N,N,2-Mar-10,28-Feb-99,"$795,393.00 ",$0.00 ,"$259,968.00 ","$795,393.00 ","$596,545.00 ",False,CHGOFF
256599,2800984004,ENFIELD HOLISTIC HEALTH CENTER,SUFFIELD,CT,6078,UPS CAPITAL BUSINESS CREDIT,CT,621310,24-Feb-99,1999,85,5,1.0,0,0,1,0,N,N,17-Dec-03,30-Apr-99,"$270,000.00 ",$0.00 ,"$228,943.00 ","$270,000.00 ","$202,500.00 ",False,CHGOFF
8682,1059335006,"JBJ LIMOUSINE, INC",DEPTFORD,NJ,8096,CAPITAL ONE NATL ASSOC,VA,485320,13-Sep-04,2004,0,1,1.0,0,0,1,1,N,N,26-Oct-11,31-Oct-04,"$35,000.00 ",$0.00 ,"$2,355.00 ","$35,000.00 ","$17,500.00 ",False,CHGOFF
649514,6511154004,IN A PINCH MARKET,DALTON CITY,IL,61925,SCOTT STATE BANK,IL,445120,21-Jul-03,2003,119,2,1.0,0,0,1,2,N,Y,19-Jan-10,30-Apr-04,"$125,000.00 ",$0.00 ,"$93,516.00 ","$125,000.00 ","$106,250.00 ",False,CHGOFF
752423,7860964003,WIENERSCHNITZEL 749,IRWINDALE,CA,91706,COMERICA BANK,TX,722211,29-Sep-04,2004,258,1,2.0,14,15,89352,1,0,N,,31-Oct-04,"$1,300,000.00 ",$0.00 ,$0.00 ,"$1,300,000.00 ","$975,000.00 ",False,P I F
831539,8927893010,WRIGHT'S APPLIANCE SERVICE,DANVILLE,IL,61832,CENTRAL ILLINOIS BANK A BRANCH,IL,443111,12-Jan-96,1996,253,4,1.0,0,0,1,0,N,Y,1-Sep-00,31-Jan-96,"$75,000.00 ",$0.00 ,"$39,744.00 ","$75,000.00 ","$60,000.00 ",False,CHGOFF
236432,2670895009,"EYE WORKS,INC.",HATTIESBURG,MS,39402,TRUSTMARK NATIONAL BANK,MS,446130,30-Aug-07,2007,61,3,1.0,0,3,0,2,N,N,,31-Oct-07,"$111,937.00 ",$0.00 ,$0.00 ,"$112,100.00 ","$95,285.00 ",False,P I F
91497,1679705000,Granelle's Limousines Services,Greenville,NC,27834,UMPQUA BANK,OR,485320,24-Feb-06,2006,0,6,1.0,0,6,0,1,N,N,15-Nov-13,31-Mar-06,"$25,000.00 ",$0.00 ,"$3,404.00 ","$25,000.00 ","$21,250.00 ",False,CHGOFF
50870,1391335008,"Roosters Layton, LC",LAYTON,UT,84041,ZIONS FIRST NATIONAL BANK,UT,722110,28-Jul-05,2005,85,12,2.0,55,12,0,1,N,N,,31-Aug-05,"$455,400.00 ",$0.00 ,$0.00 ,"$455,400.00 ","$341,550.00 ",False,P I F
235514,2665093008,"STAR TROPICS, INC.",HICKORY HILLS,IL,60465,NORTH COMMUNITY BANK,IL,0,2-Jul-86,1986,84,10,2.0,8800,8800,0,0,N,N,20-Apr-90,7-Oct-86,"$65,000.00 ",$0.00 ,"$62,735.00 ","$65,000.00 ","$57,525.00 ",False,CHGOFF
253645,2782215009,CHARLES H BRANTLEY DBA FREEDMA,JESUP,GA,31546,BRANCH BK. & TR CO,NC,453998,29-Oct-07,2008,96,4,1.0,2,4,0,2,N,N,20-Jan-10,30-Nov-07,"$215,000.00 ",$0.00 ,"$184,829.00 ","$215,000.00 ","$107,500.00 ",False,CHGOFF
426260,4123843002,"SHELDON METAL FIREPLACES, INC.",LAS VEGAS,NV,89103,WELLS FARGO BANK NATL ASSOC,SD,0,6-Jun-90,1990,13,14,1.0,0,0,1,0,N,N,31-Aug-94,31-Oct-90,"$115,000.00 ",$0.00 ,"$50,206.00 ","$115,000.00 ","$92,000.00 ",False,CHGOFF
242693,2711794004,PRIDE IN AMERICA INC,WHITE HOUSE STATION (WHITE STA,NJ,8889,WELLS FARGO BANK NATL ASSOC,SD,0,14-Jan-99,1999,57,4,2.0,6,4,1,0,0,N,,30-Jun-99,"$400,000.00 ",$0.00 ,$0.00 ,"$400,000.00 ","$300,000.00 ",False,P I F
262265,2836125002,"Harry's Carpet, Inc.",Philadelphia,PA,19146,SUSQUEHANNA BANK,PA,442210,29-Nov-07,2008,104,14,1.0,0,14,0,1,N,N,8-Jul-14,31-Dec-07,"$105,100.00 ",$0.00 ,"$102,754.00 ","$105,100.00 ","$89,335.00 ",False,CHGOFF
466020,4503494002,"JSA ENGINEERING, INC.",VISTA,CA,92048,FIRST NATL BK OF SOUTHERN CALI,CA,541330,10-May-01,2001,0,26,1.0,0,0,1,1,N,N,4-Sep-02,31-May-01,"$702,647.00 ",$0.00 ,"$481,881.00 ","$900,000.00 ","$675,000.00 ",False,CHGOFF
339177,3365784002,POWDER COATING ENTERPRISES LLC,MILFORD,CT,6460,UPS CAPITAL BUSINESS CREDIT,CT,0,9-Nov-99,2000,96,8,1.0,8,8,1,1,0,N,5-Aug-03,31-Jan-00,"$50,000.00 ",$0.00 ,"$42,508.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
774894,8189593000,BELZONI CARPETS/TRI-COUNTY FLO,YAZOO CITY,MS,39194,BANKPLUS,MS,235520,21-Mar-95,1995,360,4,1.0,0,0,1,0,N,N,,30-Apr-95,"$40,000.00 ",$0.00 ,$0.00 ,"$40,000.00 ","$35,200.00 ",False,P I F
162985,2176863002,LAKE CREEK CAFE,AUSTIN,TX,78750,BANK OF AMERICA NATL ASSOC,TX,0,28-Feb-85,1985,14,20,1.0,0,0,0,0,N,N,26-Jul-89,15-Mar-85,"$81,000.00 ",$0.00 ,"$21,114.00 ","$81,000.00 ","$72,900.00 ",False,CHGOFF
805334,8629884005,J & L PAINT,WEST PLAINS,MO,65775,BANK OF SALEM,AR,444120,18-Feb-05,2005,60,2,1.0,0,0,1,2,N,N,26-Mar-09,30-Jun-05,"$23,500.00 ",$0.00 ,"$16,082.00 ","$23,500.00 ","$19,975.00 ",False,CHGOFF
217990,2541025010,"ER Mobile, Inc.",LEES SUMMIT,MO,64081,BANK OF AMERICA NATL ASSOC,NC,517212,27-Jun-07,2007,60,4,2.0,0,4,0,1,T,N,1-Sep-09,31-Jul-07,"$35,000.00 ",$0.00 ,"$32,353.00 ","$35,000.00 ","$17,500.00 ",False,CHGOFF
220281,2556873007,CENTRAL PARK OFFICE SUPPLY,SAN ANTONIO,TX,78216,FROST BANK,TX,0,28-Mar-86,1986,84,16,1.0,0,0,0,0,N,N,29-Jul-91,11-Apr-86,"$60,000.00 ",$0.00 ,"$24,800.00 ","$60,000.00 ","$54,000.00 ",False,CHGOFF
707686,7360014004,TIRE BARGAINS & MORE,LEADINGTON,MO,63601,UNICO BANK,MO,423130,16-Apr-04,2004,196,3,2.0,0,0,1,1,0,Y,29-Jul-10,31-May-05,"$113,000.00 ",$0.00 ,"$42,414.00 ","$115,000.00 ","$97,750.00 ",False,CHGOFF
433427,4198714010,MICHAEL'S RESTAURANT,MOUNT AIRY,NC,27030,SURREY BANK & TRUST,NC,722110,11-Jan-01,2001,124,12,2.0,0,0,1,2,N,N,8-Sep-06,31-Jan-01,"$265,000.00 ",$0.00 ,"$20,729.00 ","$265,000.00 ","$198,750.00 ",False,CHGOFF
409813,3959433003,JAMESTOWN METAL POLISHING,JAMESTOWN,NY,14701,HSBC BK USA NATL ASSOC,VA,332813,14-Mar-90,1990,99,8,1.0,0,0,1,0,N,N,20-Dec-93,18-May-90,"$200,000.00 ",$0.00 ,"$150,807.00 ","$200,000.00 ","$170,000.00 ",False,CHGOFF
357296,3489603000,KELLEY CUSTOM OILFIELD PRODUCT,HOUMA,LA,70361,REGIONS BANK,AL,333132,25-Jul-89,1989,119,1,1.0,0,0,0,0,N,N,29-Mar-00,31-Jan-90,"$575,000.00 ",$0.00 ,"$297,328.00 ","$575,000.00 ","$431,250.00 ",False,CHGOFF
49734,1384434009,"TRUSS SYSTEMS, INC.",GREAT FALLS,MT,59401,U.S. BANK NATIONAL ASSOCIATION,OH,235610,26-Jun-97,1997,40,10,2.0,0,0,1,0,N,N,,31-Jul-97,"$170,000.00 ",$0.00 ,$0.00 ,"$170,000.00 ","$127,500.00 ",False,P I F
264746,2851204004,CORNER STORE & DELI,MANLIUS,NY,13082,VALLEY NATIONAL BANK,NJ,0,24-Mar-99,1999,188,1,1.0,2,1,1,0,0,N,25-May-06,30-Apr-99,"$96,000.00 ",$0.00 ,"$68,607.00 ","$96,000.00 ","$76,800.00 ",False,CHGOFF
809065,8669604007,LA BASTIDE,SAN DIEGO,CA,92131,WELLS FARGO BANK NATL ASSOC,CA,722110,4-Mar-05,2005,88,1,2.0,15,16,1,1,0,N,,30-Apr-05,"$164,906.00 ",$0.00 ,$0.00 ,"$218,700.00 ","$164,025.00 ",False,P I F
109196,1799915009,"Kinsey and Son Removal, Inc.",ELLICOTT CITY,MD,21043,MANUFACTURERS & TRADERS TR CO,NY,485320,3-May-06,2006,0,1,1.0,2,1,0,1,Y,N,21-Jan-10,31-May-06,"$65,235.00 ",$0.00 ,"$24,829.00 ","$25,000.00 ","$12,500.00 ",False,CHGOFF
800394,8569054000,"CLEAR LAKE WASH, LLC",LAKEVILLE,MN,55044,MERCHANTS BANK NATL ASSOC,MN,811192,3-Feb-05,2005,202,8,1.0,0,0,1,1,N,N,10-Sep-08,31-Mar-05,"$400,000.00 ",$0.00 ,"$59,036.00 ","$400,000.00 ","$300,000.00 ",False,CHGOFF
565692,5572783008,COCINA DE MINO INC,OKLAHOMA CITY,OK,73127,"BOKF, NATIONAL ASSOCIATION",OK,0,9-Mar-93,1993,125,430,1.0,0,0,1,0,N,N,8-May-00,30-Apr-93,"$500,000.00 ",$0.00 ,"$179,929.00 ","$500,000.00 ","$420,000.00 ",False,CHGOFF
352830,3457524002,MAYFLOWER SEAFOOD RESTAURANT,HILLSBOROUGH,NC,27278,"PNC BANK, NATIONAL ASSOCIATION",DE,0,9-Dec-99,2000,24,20,2.0,15,20,1,1,Y,N,27-Feb-03,31-Jan-00,"$49,932.00 ",$0.00 ,"$49,932.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
733304,7627464010,VALLEY WOODWORKS CUSTOM CABINE,FOUNTAIN HILLS,AZ,85268,STEARNS BK NATL ASSOC,AZ,337110,21-Jul-04,2004,208,14,1.0,0,14,1,1,0,N,27-Jun-08,31-Jul-04,"$1,812,000.00 ",$0.00 ,"$808,608.00 ","$1,812,000.00 ","$1,359,000.00 ",False,CHGOFF
219810,2553655008,"Bluffworks, LLC",Eucha,OK,74342,ARVEST BANK,AR,238910,5-Jul-07,2007,30,2,2.0,6,0,0,1,N,N,,31-Jul-07,"$7,000.00 ",$0.00 ,$0.00 ,"$7,000.00 ","$3,500.00 ",False,P I F
357883,3494053006,"VAYANI ENTERPRISES,INC. C/O",MIAMI,FL,33132,NATIONSBANC MORTGAGE CORP,KY,0,1-Aug-89,1989,59,3,2.0,0,0,0,0,N,N,,31-Oct-89,"$60,000.00 ",$0.00 ,$0.00 ,"$60,000.00 ","$54,000.00 ",False,P I F
148971,2087796002,TIGHT WORK ORGANIZATION INC,NORTH MIAMI BEACH,FL,33162,JPMORGAN CHASE BANK NATL ASSOC,IL,315233,26-May-06,2006,60,7,1.0,0,7,1,1,Y,N,22-Sep-08,30-Jun-06,"$129,125.00 ",$0.00 ,"$45,342.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
336647,3347674000,J&J PACKAGE STORE,SMYRNA,GA,30080,"BUSINESS LOAN CENTER, LLC",SC,445310,4-Nov-99,2000,255,9,1.0,1,9,1,1,0,N,24-Sep-03,31-Jan-00,"$500,000.00 ",$0.00 ,"$258,208.00 ","$526,500.00 ","$394,875.00 ",False,CHGOFF
581374,5743973001,HER PLACE,BROWNSVILLE,TX,78521,GE CAP. SMALL BUS. FINAN CORP,TX,0,7-Jul-93,1993,55,36,1.0,0,0,1,0,N,N,28-Aug-02,31-Jan-94,"$256,700.00 ",$0.00 ,"$175,350.00 ","$400,000.00 ","$340,000.00 ",False,CHGOFF
148211,2082705002,SBM Unlimited Inc.,Burtonsville,MD,20866,MANUFACTURERS & TRADERS TR CO,NY,531210,23-Oct-06,2007,60,3,2.0,0,3,0,1,T,N,1-Jun-12,31-Oct-06,"$53,993.00 ",$0.00 ,"$49,552.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
538965,5276864010,"PIZZA SHARK, LLC",LEXINGTON,KY,40515,"TRADITIONAL BANK, INC.",KY,722110,15-Mar-02,2002,66,17,2.0,0,0,1,1,0,Y,27-Dec-05,30-Apr-02,"$120,000.00 ",$0.00 ,"$90,485.00 ","$120,000.00 ","$102,000.00 ",False,CHGOFF
63969,1483465009,Cheerleading By Contender Corp,WARWICK,RI,2886,BANK RHODE ISLAND,RI,451110,3-Oct-05,2006,35,1,2.0,0,0,0,2,Y,N,,31-Oct-05,"$21,935.00 ",$0.00 ,$0.00 ,"$5,000.00 ","$2,500.00 ",False,P I F
798612,8540853004,"BURRITO BROTHERS TRUCKING, INC",DIAMOND,MO,64840,COMMUNITY BANK & TRUST,MO,421930,26-Jul-95,1995,100,3,1.0,0,0,1,0,N,Y,14-Aug-01,31-Oct-95,"$100,000.00 ",$0.00 ,"$36,521.00 ","$100,000.00 ","$90,000.00 ",False,CHGOFF
119575,1872985005,"Vantex Mortgage Group, Inc.",Carlsbad,CA,92011,CALIFORNIA BANK & TRUST,CA,522310,14-Jun-06,2006,84,5,1.0,0,5,0,1,Y,N,29-Sep-11,30-Jun-06,"$225,000.00 ",$0.00 ,"$76,216.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
174387,2246054009,MATHEWS COMPUTER SERVICE,HOUSTON,MN,55943,"AMERICAN SAVINGS, INC.",MN,443120,7-Aug-98,1998,55,1,2.0,0,0,1,0,0,Y,8-Jan-04,30-Sep-98,"$30,000.00 ",$0.00 ,"$13,067.00 ","$30,000.00 ","$24,000.00 ",False,CHGOFF
705154,7332321007,SERVICE CENTRAL,MARTINSVILLE,IN,46151,KEYBANK NATIONAL ASSOCIATION,IN,0,19-May-76,1976,120,3,1.0,0,0,0,0,N,N,8-Mar-90,2-Jun-76,"$60,000.00 ",$0.00 ,"$4,171.00 ","$60,000.00 ","$54,000.00 ",False,CHGOFF
563000,5540914001,AUTOMOTIVE ADVANTAGE,FERRYSBURG,MI,49409,MICHIGAN COMMERCE BANK,MI,811111,18-Jul-02,2002,18,5,1.0,0,0,1,2,0,Y,,31-Aug-02,"$150,000.00 ",$0.00 ,$0.00 ,"$150,000.00 ","$127,500.00 ",True,P I F
164737,2187384002,KRISTINE'S RESTAURANT,AUSTINTOWN,OH,44515,THE CITIZENS SAVINGS BANK,OH,0,10-Jul-98,1998,107,30,2.0,0,0,1,0,0,Y,18-Dec-00,31-Aug-98,"$100,000.00 ",$0.00 ,"$77,779.00 ","$100,000.00 ","$80,000.00 ",False,CHGOFF
279500,2938855010,"Airplay Cafe, LLC",PORTLAND,OR,97214,U.S. BANK NATIONAL ASSOCIATION,OH,722213,5-Feb-08,2008,66,5,2.0,5,0,0,1,N,N,11-Oct-11,29-Feb-08,"$184,800.00 ",$0.00 ,"$171,058.00 ","$186,000.00 ","$139,500.00 ",False,CHGOFF
314968,3173693009,H & S INDUSTRIAL SUPPLY INC,ORANGE CITY,FL,32763,BRANCH BK. & TR CO,NC,0,18-Mar-88,1988,175,5,1.0,0,0,0,0,N,N,8-Feb-95,21-Apr-88,"$150,000.00 ",$0.00 ,"$57,092.00 ","$150,000.00 ","$135,000.00 ",False,CHGOFF
61327,1463694004,CAROMED INTERNATIONAL INC,RALEIGH,NC,27604,THE FIDELITY BANK,NC,0,7-Aug-97,1997,46,25,1.0,0,0,1,0,N,N,,30-Nov-97,"$125,000.00 ",$0.00 ,$0.00 ,"$125,000.00 ","$93,750.00 ",False,P I F
206632,2457906007,YKH LLC,MONTGOMERY,AL,36117,METRO CITY BANK,GA,713910,5-Oct-06,2007,247,2,1.0,2,2,1,1,0,N,1-Sep-11,30-Nov-06,"$700,000.00 ",$0.00 ,"$194,246.00 ","$700,000.00 ","$525,000.00 ",False,CHGOFF
897741,9963971009,POPS LIQUORS,CUMBERLAND,RI,2864,DEPCO,RI,0,15-Apr-80,1980,120,3,1.0,0,0,0,0,N,N,18-Aug-89,27-May-80,"$140,000.00 ",$0.00 ,"$104,789.00 ","$140,000.00 ","$126,000.00 ",False,CHGOFF
356777,3485723004,RANGER COMMUNICATIONS INC,LAWRENCEBURG,KY,40342,JPMORGAN CHASE BANK NATL ASSOC,IL,0,20-Jul-89,1989,62,16,1.0,0,0,0,0,N,N,30-Sep-91,31-Oct-89,"$50,000.00 ",$0.00 ,"$49,639.00 ","$50,000.00 ","$45,000.00 ",False,CHGOFF
235811,2666926009,RANDALL E BATTS,UNION,MO,63084,BANK OF FRANKLIN COUNTY,MO,235990,9-Feb-07,2007,61,1,2.0,0,0,1,1,Y,N,,28-Feb-07,"$142,861.00 ",$0.00 ,$0.00 ,"$75,000.00 ","$37,500.00 ",False,P I F
367173,3564524008,CORAL BAY,MELBOURNE,FL,32901,FDIC/550,TX,722110,1-Feb-00,2000,133,75,2.0,0,0,1,1,N,N,15-Apr-08,29-Feb-00,"$1,040,000.00 ",$0.00 ,"$948,202.00 ","$1,040,000.00 ","$748,800.00 ",False,CHGOFF
269869,2882013002,ELDEVCO ENTERPRISES,PITTSBURGH,PA,15206,BNY MELLON NATL ASSOC,PA,0,31-Mar-87,1987,73,1,2.0,0,0,0,0,N,N,21-Sep-92,15-Apr-87,"$41,000.00 ",$0.00 ,"$39,939.00 ","$41,000.00 ","$36,900.00 ",False,CHGOFF
145432,2062805000,Office Furniture Installation,ADDISON,IL,60101,JPMORGAN CHASE BANK NATL ASSOC,IL,442110,10-Oct-06,2007,0,8,1.0,0,8,0,1,Y,N,2-May-14,31-Oct-06,"$236,783.00 ",$0.00 ,"$15,706.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
13567,1097105008,3Tac Corporation,Tewksbury,MA,1879,BANK OF AMERICA NATL ASSOC,NC,561439,4-Nov-04,2005,0,1,2.0,0,0,1,1,Y,N,12-Jan-09,31-Oct-05,"$43,355.00 ",$0.00 ,"$18,517.00 ","$28,000.00 ","$14,000.00 ",False,CHGOFF
261033,2828466006,CLINT STALLINGS MOTORCYCLE REP,MODESTO,CA,95350,WESTAMERICA BANK,CA,441221,4-Jun-07,2007,89,1,2.0,0,1,1,1,0,N,9-Jun-10,30-Jun-07,"$35,000.00 ",$0.00 ,"$29,399.00 ","$35,000.00 ","$29,750.00 ",False,CHGOFF
478587,4607584010,QC&SF INC. D/B/A GREAT STEAK &,LITTLE ROCK,AR,72205,U.S. BANK NATIONAL ASSOCIATION,OH,722110,27-Jun-01,2001,24,8,1.0,0,0,35605,1,N,N,,31-Jul-01,"$25,000.00 ",$0.00 ,$0.00 ,"$25,000.00 ","$21,250.00 ",False,P I F
809212,8671153006,"BIO SENTIELS, INC.",WEST PALM BEACH,FL,33408,WELLS FARGO BANK NATL ASSOC,SD,0,21-Sep-95,1995,1,8,2.0,0,0,1,0,N,Y,,31-Jan-96,"$50,000.00 ",$0.00 ,$0.00 ,"$50,000.00 ","$45,000.00 ",False,P I F
485850,4674114009,WEST NEWFIELD GENERAL STORE,WEST NEWFIELD,ME,4095,SANFORD INSTITUTION FOR SAVING,ME,445120,16-Jul-01,2001,143,5,1.0,0,0,1,2,0,Y,12-Mar-10,30-Nov-01,"$150,000.00 ",$0.00 ,"$41,471.00 ","$150,000.00 ","$127,500.00 ",False,CHGOFF
513055,4962654001,JENNIFER NETTLES INC,SAVANNAH,GA,30606,WELLS FARGO BANK NATL ASSOC,NC,711510,3-Oct-01,2002,70,5,1.0,0,5,1,1,Y,N,,30-Nov-01,"$40,000.00 ",$0.00 ,$0.00 ,"$40,000.00 ","$20,000.00 ",False,P I F
139144,2016545004,G.I.B.S. INC.,LIVINGSTON,NJ,7039,CITIZENS BANK NATL ASSOC,RI,324110,13-Sep-06,2006,36,8,2.0,1,9,0,1,Y,N,15-Oct-10,30-Sep-06,"$243,608.00 ",$0.00 ,"$97,393.00 ","$100,000.00 ","$50,000.00 ",False,CHGOFF
635679,6319584004,THE HOUSE DOCTOR,JEANNETTE,PA,15644,"PNC BANK, NATIONAL ASSOCIATION",DE,235990,15-May-03,2003,146,7,1.0,0,0,39300,2,0,Y,4-May-07,31-Mar-04,"$65,000.00 ",$0.00 ,"$17,722.00 ","$65,000.00 ","$55,250.00 ",False,CHGOFF
776260,8208013008,"R.K. BUILDERS, INC.",HOUSTON,TX,77092,AMEGY BK NATL ASSOC,TX,0,27-Mar-95,1995,12,3,1.0,0,0,1,0,N,Y,,31-Jul-95,"$100,000.00 ",$0.00 ,$0.00 ,"$100,000.00 ","$90,000.00 ",False,P I F
888013,9760334004,FINISHED KITCHENS,WICHITA,KS,67211,COMMERCE BANK,MO,337110,24-Jan-06,2006,12,5,2.0,1,6,1,1,Y,N,22-Mar-12,28-Feb-06,"$32,428.00 ",$0.00 ,"$21,703.00 ","$25,000.00 ","$12,500.00 ",False,CHGOFF
75229,1564285005,"Barker Arizona Investments, LL",Gilbert,AZ,85233,COMERICA BANK,TX,713940,2-Dec-05,2006,90,5,2.0,5,5,0,1,N,N,17-Sep-09,31-Jan-06,"$380,000.00 ",$0.00 ,"$337,480.00 ","$487,000.00 ","$365,250.00 ",False,CHGOFF
432579,4189994000,HALFTIME SPORTS BAR & GRILL,DAVENPORT,IA,52806,NORTHWEST BANK & TRUST COMPANY,IA,722410,8-Jan-01,2001,56,17,2.0,0,0,1,1,0,Y,,31-Mar-01,"$125,000.00 ",$0.00 ,$0.00 ,"$125,000.00 ","$106,250.00 ",False,P I F
864069,9308871007,VILLA ROMANA,SEVERNA PARK,MD,21146,BANK OF AMERICA NATL ASSOC,VA,0,13-Apr-78,1978,84,15,2.0,0,0,0,0,N,N,17-Jan-90,18-Jul-78,"$100,000.00 ",$0.00 ,"$59,429.00 ","$100,000.00 ","$90,000.00 ",False,CHGOFF
124258,1905995005,Sherri & Steve Parks LLC,REIDSVILLE,NC,27320,BRANCH BK. & TR CO,NC,453998,5-Jul-06,2006,51,2,2.0,2,2,0,2,N,N,,31-Jul-06,"$45,000.00 ",$0.00 ,$0.00 ,"$45,000.00 ","$22,500.00 ",False,P I F
350669,3442643004,GUARANTEED AUTO SRV CTR ETAL,WAYNE,NJ,7470,GE CAP. SMALL BUS. FINAN CORP,TX,811118,16-May-89,1989,230,4,2.0,0,0,0,0,N,N,29-Oct-96,31-Jul-89,"$575,000.00 ",$0.00 ,"$544,414.00 ","$575,000.00 ","$488,750.00 ",False,CHGOFF
535622,5235684008,HODGES AUTO BODY,SPRING,TX,77386,WELLS FARGO BANK NATL ASSOC,SD,811121,25-Feb-02,2002,23,3,2.0,0,3,1,1,T,N,,31-Mar-02,"$51,200.00 ",$0.00 ,$0.00 ,"$51,200.00 ","$25,600.00 ",False,P I F
259349,2818726008,"MULTI MAINTENANCE, INC",KATY,TX,77449,JPMORGAN CHASE BANK NATL ASSOC,IL,561790,30-May-07,2007,36,10,1.0,0,10,1,1,Y,N,31-Aug-11,31-Jul-07,"$138,503.00 ",$0.00 ,"$32,882.00 ","$50,000.00 ","$25,000.00 ",False,CHGOFF
355340,3475335004,Rudy Bischof DBA San Gabriel R,Georgetown,TX,78268,RANDOLPH-BROOKS FCU,TX,532292,19-Jun-09,2009,36,4,2.0,4,4,0,1,Y,N,4-Sep-13,31-Jul-09,"$50,000.00 ",$0.00 ,"$50,000.00 ","$50,000.00 ","$45,000.00 ",False,CHGOFF
183528,2304784004,PREMIER SERVICE COMPANIES,COLUMBIA,MO,65202,LANDMARK BANK NATL ASSOC,MO,561740,4-Sep-98,1998,64,13,2.0,0,0,1,0,0,Y,1-Oct-08,31-Oct-98,"$95,000.00 ",$0.00 ,"$27,162.00 ","$95,000.00 ","$76,000.00 ",False,CHGOFF
605897,6014274004,FAITH PLATING,LOS ANGELES,CA,90046,FAR EAST NATIONAL BANK,CA,336399,10-Jan-03,2003,28,100,1.0,100,100,1,1,0,N,,28-Feb-03,"$700,000.00 ",$0.00 ,$0.00 ,"$700,000.00 ","$525,000.00 ",False,P I F
866247,9339394007,BILLINGS CAR WASH,SPRINGFIELD,MO,65802,EMPIRE BANK,MO,811191,29-Nov-05,2006,248,2,1.0,0,0,1,2,0,N,31-Jul-10,31-Dec-05,"$260,000.00 ",$0.00 ,"$86,358.00 ","$260,000.00 ","$130,000.00 ",False,CHGOFF
482432,4640343003,DAVID YAO-WEN CHEN,NEW YORK,NY,10019,BANCO POPULAR DE PUERTO RICO,PR,485310,25-Nov-91,1992,120,1,1.0,0,0,1,0,N,N,,31-Jan-92,"$95,400.00 ",$0.00 ,$0.00 ,"$95,400.00 ","$85,860.00 ",False,P I F
